RI,83,415,no,yes,20,95,89,167.9,92,200.6,79,11.2,2,0,False.
MT,74,415,no,no,0,162.7,102,292,105,183.3,80,8.7,6,0,False.
IN,140,415,no,no,0,160.5,114,240.5,103,233.5,121,11.3,4,1,False.
OR,97,415,no,no,0,146,121,203,141,151.8,120,13.3,2,1,False.
KS,46,510,no,no,0,250.3,100,260.6,90,195,104,13.3,2,2,True.
NJ,93,415,no,no,0,146.3,85,216.6,95,233,82,11.5,3,0,False.
NE,37,408,yes,yes,39,149.7,122,211.1,75,114.3,90,9.2,4,1,False.
NM,81,415,no,no,0,173.2,80,236.2,94,240.2,84,11.8,6,2,False.
MS,107,510,yes,no,0,273.5,104,183.8,68,153.8,67,11,9,2,False.
RI,70,415,no,no,0,134.7,96,235.9,90,260.2,113,7.6,6,3,False.
TN,105,408,no,no,0,206.2,84,256.4,138,117.1,91,9,3,1,False.
DE,30,415,no,yes,30,217.4,74,213.8,86,227.2,104,6.6,3,0,False.
MD,70,408,no,no,0,170.2,98,155.2,102,228.6,76,15,2,1,False.
SD,52,510,no,yes,20,133.3,63,184.1,123,272.9,107,13.5,2,1,False.
WY,151,415,no,no,0,170.2,89,187.5,83,119.5,100,4.3,3,0,False.
MT,101,415,no,no,0,154.4,130,217.2,101,185.4,52,13.9,4,1,False.
WV,95,415,no,no,0,134.4,104,152.4,95,236.5,80,9.4,3,1,False.
ID,92,415,no,no,0,197.2,113,242.3,116,192,76,11,5,2,False.
GA,132,415,no,no,0,193.3,106,128.3,94,162.1,119,11.6,4,5,True.
AZ,130,415,no,no,0,183,112,72.9,99,181.8,78,9.5,19,0,False.
KY,122,408,no,yes,27,253.7,84,229.2,109,190.5,123,9.2,5,7,False.
OK,176,408,no,no,0,47.4,125,167.8,90,163.1,107,10.5,8,2,False.
VT,73,408,no,no,0,213,95,188.8,104,136.2,89,13.5,3,0,False.
WV,68,415,no,no,0,231.1,57,153.4,55,191.3,123,9.6,4,3,False.
KY,112,415,no,no,0,170.5,113,193.2,129,188,91,11.2,6,0,False.
MI,119,510,yes,yes,22,172.1,119,223.6,133,150,94,13.9,20,1,True.
MI,105,415,no,no,0,226.9,106,182.2,77,203.9,107,11.6,2,0,True.
NV,69,415,no,no,0,153.7,109,194,105,256.1,114,14.1,6,1,False.
NV,137,415,yes,no,0,135.1,95,134.1,102,223.1,81,12.3,2,2,True.
TX,79,415,no,no,0,144,90,135.8,91,212.4,129,13,4,1,False.
PA,129,510,no,yes,32,211,99,155.1,89,234.8,96,11.4,5,1,False.
ID,104,415,yes,no,0,148.2,108,161.8,113,259.3,103,11,4,0,False.
NV,113,510,no,no,0,245.3,108,259.9,140,204.3,115,10.7,2,3,True.
FL,85,408,yes,no,0,116.2,86,229.7,127,204.2,109,10.1,3,3,False.
NV,130,510,no,no,0,154.2,119,110.2,98,227.4,117,9.2,5,2,False.
AK,103,510,no,no,0,190.9,62,226.6,53,230.1,96,7.8,3,2,False.
CA,112,415,no,no,0,111.9,92,114,143,146.8,79,14.1,3,5,True.
IL,148,408,no,yes,25,230.7,102,233.8,109,215.8,90,13.5,2,3,False.
ID,109,415,no,no,0,184.1,143,211.7,105,243,116,9.9,2,1,False.
ND,62,510,no,no,0,159.9,100,172.2,99,263.2,109,5.6,4,1,False.
UT,112,415,no,no,0,115.8,108,243.3,111,184.6,78,13.1,5,1,False.
OR,165,415,no,yes,33,111.6,140,213.3,111,267.6,115,16,3,0,False.
OR,67,415,yes,no,0,120.9,58,235,88,95.1,130,11.4,11,2,False.
NY,112,408,no,yes,30,60.6,113,165.9,96,132.8,99,13.3,7,0,False.
KY,38,408,no,yes,36,115.4,98,166.2,83,184.7,79,15.2,6,2,False.
MO,84,415,no,yes,35,207.5,138,201,116,164.5,107,7.5,16,4,False.
MA,127,510,no,yes,19,129.7,115,160.8,101,265,63,12.2,3,2,False.
AR,153,408,no,no,0,154.6,56,263,84,367.7,89,15.5,2,1,False.
NM,67,415,no,no,0,215.5,102,190.7,95,214.5,106,8.6,6,1,False.
MT,121,408,no,no,0,213.2,79,120.7,116,244.4,102,7.5,4,1,False.
DE,119,415,no,no,0,176.8,90,224.7,81,204.6,77,7.5,15,1,False.
AZ,140,408,no,no,0,173.2,91,196.8,106,209.3,128,11.2,5,3,False.
DE,148,415,no,no,0,124.4,83,179.7,81,253,99,11.3,6,0,False.
NV,41,510,no,no,0,182.1,89,211.5,104,207.4,124,6.8,1,1,False.
DE,99,415,no,no,0,254.4,120,159.3,92,264.4,94,6,5,1,False.
VA,90,408,no,no,0,222,93,187,103,282.3,124,12.4,6,2,False.
SC,77,510,no,yes,28,135.9,117,244.5,102,207.5,74,11.5,3,4,True.
CT,199,415,no,yes,34,230.6,121,219.4,99,299.3,94,8,2,0,False.
WI,103,415,no,no,0,180.2,134,97.7,85,181.7,134,8.4,3,1,False.
NC,64,408,no,yes,19,180.1,106,127.5,92,237.4,118,7.5,3,0,False.
RI,129,415,no,yes,33,119.6,104,278.7,88,263.4,175,5.9,2,2,False.
ND,149,408,no,no,0,175.4,80,197.4,127,188.2,102,9.7,2,2,False.
OR,98,415,no,yes,38,213.7,61,253,104,207.7,73,10.7,5,2,False.
WY,93,408,no,yes,42,166.9,101,273.2,84,171,106,11.5,1,1,False.
DE,106,415,no,no,0,128.6,83,134,114,210.6,113,11.4,2,0,False.
NV,92,415,no,yes,44,152,95,274.9,73,162.4,121,10,1,2,False.
WA,45,510,no,no,0,78.6,106,187.3,110,184.2,111,7.4,5,1,True.
SC,100,510,no,no,0,115.9,87,111.3,56,170.2,77,7.1,4,1,False.
WY,97,510,yes,no,0,236.9,107,157.6,105,241,120,7.3,2,0,True.
MA,77,408,no,yes,17,204.9,84,201,102,219.7,97,11.3,5,0,False.
KS,164,510,no,yes,30,238.8,100,230,121,206.3,66,13.2,8,1,False.
OH,116,415,no,yes,27,204.7,118,209.4,91,212.9,67,7,2,2,False.
MD,140,415,yes,yes,27,188.9,124,160.9,102,197.7,100,11.5,5,4,False.
NV,27,510,no,no,0,177.6,121,296.8,92,192.9,106,7.6,3,3,False.
AR,76,408,no,no,0,107.3,140,238.2,133,271.8,116,10,3,4,True.
GA,135,415,no,yes,22,197.1,113,259.4,95,134.7,135,14.6,5,2,False.
NJ,53,408,no,no,0,228.6,117,132.8,123,227.2,124,10.1,2,9,True.
KY,131,415,no,no,0,166.5,129,210.2,107,257.2,93,9.9,5,1,False.
TX,92,408,no,no,0,91.7,90,193.7,123,175,86,9.2,4,2,False.
CO,139,415,no,no,0,138.1,103,164.5,100,134.9,63,8.3,2,1,False.
VT,152,510,no,yes,20,214.6,108,96.6,82,170.7,145,7.9,5,1,False.
IA,128,408,no,no,0,158.8,75,264.8,91,270,77,7.6,7,1,False.
IA,42,415,no,no,0,155.4,127,164.1,45,157.7,128,9,3,0,False.
WI,73,415,no,no,0,157.1,109,268.8,83,181.5,91,10,8,0,False.
WA,171,408,no,no,0,270.5,69,230,112,136,111,9.6,5,1,True.
SC,99,510,yes,yes,39,126.8,94,293.6,115,174.1,91,8.4,4,0,False.
SC,121,415,no,no,0,144.8,126,200.6,82,208.8,81,13.3,9,0,True.
NM,16,510,no,no,0,144.8,84,164.9,141,231.5,75,8.2,4,2,False.
AR,91,510,no,yes,27,204.6,96,136,93,210.5,82,6.6,2,3,False.
DE,112,408,no,no,0,101.1,119,214.4,67,179.5,112,10.3,5,2,False.
NH,155,408,no,no,0,216.7,30,144.3,125,135.3,106,10.8,1,2,False.
NC,118,408,yes,yes,39,153.8,106,123.3,111,117.8,103,9.2,6,1,False.
IL,142,415,no,yes,38,163.3,104,136,114,249.1,127,4.3,6,0,False.
NH,64,408,no,yes,27,182.1,91,169.7,98,164.7,86,10.6,5,2,False.
MN,37,415,no,yes,20,264.7,81,216.5,110,210.7,102,10.4,7,0,False.
NC,74,415,no,no,0,102.7,89,149.3,100,188.1,114,11,5,0,False.
MT,125,510,no,no,0,143.2,80,88.1,94,233.2,135,8.8,7,4,True.
FL,144,510,no,no,0,278.5,95,240.7,90,120,90,11.6,5,1,True.
TX,32,408,no,no,0,157.9,88,180.8,132,132.5,102,12.8,3,1,False.
NJ,129,415,no,no,0,168.4,117,217.1,129,81.6,100,11.8,7,1,False.
IN,105,510,no,yes,42,101.9,79,223.1,97,241.6,77,12.9,2,0,False.
KS,84,415,no,no,0,225.9,86,275.6,105,201.4,108,14.3,3,3,True.
MS,114,415,no,yes,34,154.4,109,221.4,142,208.5,103,10.3,5,0,False.
DC,119,408,no,yes,26,132,100,173.3,121,203.5,108,11.6,5,1,False.
IN,101,415,no,yes,42,209.2,82,159.7,74,181.6,100,9.5,3,0,False.
NY,137,510,no,no,0,109.8,120,230.5,86,255.8,103,11.9,6,1,False.
NE,131,408,no,yes,36,214.2,115,161.7,117,264.7,102,9.5,4,3,False.
FL,105,415,no,no,0,273.8,97,289.7,106,269.1,126,5.8,3,2,True.
SD,97,415,no,no,0,168.6,87,259.2,105,279.8,123,7.3,4,1,False.
NH,78,408,no,no,0,162.3,116,192.4,86,240.6,100,10.1,3,2,False.
WI,120,415,no,yes,29,244.3,140,322.3,89,166.8,83,10.6,6,0,False.
SD,125,510,no,yes,34,268.4,112,222.2,108,117.6,102,10.3,3,0,False.
SC,1,408,no,no,0,123.8,113,236.2,77,73.2,81,3.7,2,0,False.
ME,140,415,no,no,0,159.1,104,269.8,106,220.4,116,10.3,4,1,False.
MT,73,415,no,no,0,160.1,110,213.3,72,174.1,72,13,4,0,False.
PA,85,408,no,no,0,144.4,88,264.6,105,185.4,94,9.9,3,1,False.
MD,29,510,no,no,0,195.6,71,126.4,74,148.6,87,14.2,4,1,False.
LA,95,415,no,no,0,141.1,84,211.4,108,103.7,127,5.9,6,3,False.
WI,85,415,no,no,0,102,95,270.2,139,148.2,105,10.7,3,1,False.
KS,149,510,no,no,0,217.7,91,273.5,74,226.9,99,9.6,3,3,False.
ME,79,415,no,no,0,213.6,110,234.9,121,229.6,157,8.8,3,2,False.
UT,100,408,no,no,0,185,122,182.5,92,274.9,92,5.1,8,1,False.
AR,185,415,no,yes,19,157.3,123,257.7,94,190.4,107,9.6,6,0,False.
WV,94,415,no,yes,28,92.7,107,127.8,86,225.6,86,9.9,4,3,False.
IL,91,415,no,no,0,189.3,100,239.3,107,89.7,89,9.9,3,3,False.
UT,81,510,no,no,0,154.5,84,216.2,91,229.8,82,13.7,3,1,False.
NM,87,510,yes,no,0,167.3,119,198.5,119,133.1,88,11,6,1,False.
LA,155,408,no,yes,39,183.3,106,205.1,101,263.7,90,5.1,7,1,False.
AZ,140,408,no,no,0,149.8,134,164.4,98,294.7,124,8.1,2,1,False.
DC,123,408,no,yes,28,124.7,105,250.4,78,216.4,128,7.8,8,1,False.
WA,134,408,no,no,0,208.3,86,253.6,89,291,86,12.6,3,1,False.
MT,50,415,no,yes,22,252.9,112,177.9,99,158.4,146,8.5,4,3,False.
RI,133,510,yes,no,0,127.3,108,251.3,81,135,88,10.3,3,1,False.
NM,141,415,no,yes,28,206.9,126,264.4,126,171.8,124,9.3,11,2,False.
NJ,197,510,no,no,0,154.8,111,171.5,102,227.3,86,10.6,2,3,False.
WI,51,408,no,no,0,197.8,60,221,64,168.6,134,8.9,5,1,False.
VA,141,415,no,no,0,260.2,131,179.2,120,135,119,7.2,8,3,False.
NC,114,408,no,no,0,193,101,250,81,133.3,79,9.6,2,2,False.
NE,64,510,no,no,0,219.2,73,167,65,161.4,119,10,5,1,False.
NV,141,415,no,no,0,192.4,111,156.9,87,175.8,82,11,6,0,False.
NM,55,415,no,no,0,132,103,279.6,114,180,74,13.5,4,0,False.
IN,166,510,no,no,0,204.2,115,179.9,152,216.8,109,9.5,5,1,False.
MS,145,510,yes,yes,30,175.3,107,153.3,116,233.6,85,11.1,3,1,False.
VA,170,510,yes,no,0,259.9,68,245,122,134.4,121,8.4,3,3,False.
CT,74,408,no,no,0,157.1,95,213.1,36,280.4,77,7.6,3,2,False.
OK,35,510,no,yes,37,181.2,76,177.6,98,228,136,5,3,2,False.
SD,55,415,no,no,0,245.5,130,192.7,54,141.7,83,9.1,4,1,False.
SC,109,415,no,no,0,222.5,74,169.7,75,264.3,94,9,3,2,False.
CT,123,415,no,no,0,128.7,126,117.6,94,198.4,132,10.8,5,0,False.
NJ,113,408,no,no,0,132.1,72,247.5,107,246.2,123,6.9,6,3,False.
NM,117,415,no,no,0,143.3,103,211.3,108,185.2,96,11.5,3,1,False.
MO,107,415,no,yes,22,281.1,83,143.7,130,239.4,128,11.2,9,1,False.
IL,81,415,no,yes,31,210.4,100,225.5,97,168.7,120,9.7,4,0,False.
NJ,134,510,no,yes,34,247.2,105,225.5,133,186.3,76,6.1,5,2,True.
AR,33,415,yes,no,0,164,99,153.1,102,123.8,104,6.4,4,0,False.
AK,110,408,no,no,0,100.1,90,233.3,93,204.4,57,11.1,8,3,False.
ME,113,415,no,no,0,215.5,129,218.7,117,207.1,91,6.6,9,4,False.
VT,138,415,no,no,0,230.1,107,212,120,174.9,119,13.2,4,1,False.
MD,165,415,no,yes,39,167.4,113,172.7,94,192.6,113,9.5,4,3,False.
MN,166,408,no,no,0,152.1,95,121,105,198,126,9.8,5,0,False.
MD,42,408,no,no,0,196.5,89,241.3,123,143.2,105,4,7,0,False.
KY,88,415,no,no,0,148.2,82,308.7,67,235.4,79,6.4,4,2,False.
ND,84,415,no,yes,33,159.1,106,149.8,101,213.4,108,13,18,1,False.
ID,119,415,yes,yes,32,173,101,209.4,93,231.1,91,12.2,4,0,False.
MS,105,415,no,no,0,101.4,48,159.1,119,259.2,53,12.2,2,1,False.
NC,169,408,no,no,0,142.5,82,231.4,110,131.2,67,10,4,2,False.
AR,89,408,yes,no,0,206.9,134,167.7,105,155.7,86,10.9,4,0,False.
NH,54,510,no,no,0,210.5,102,204.5,83,127.8,53,8.5,5,1,False.
NM,161,408,no,no,0,107.5,121,256.4,46,247.2,131,12.6,3,2,False.
UT,81,415,no,yes,24,130.1,117,196,61,139.3,123,11.4,5,0,False.
MN,135,408,no,no,0,155.2,100,135.9,84,184.6,82,3.8,9,3,False.
NH,133,408,no,no,0,162.1,91,212.1,94,260.4,78,12.2,5,1,False.
SD,149,408,no,yes,28,180.7,92,187.8,64,265.5,53,12.6,3,3,False.
RI,115,408,no,no,0,147.9,109,228.4,117,299.7,90,9.6,9,3,False.
KS,124,510,no,yes,37,161.2,109,204.2,79,231.5,87,8.9,4,1,False.
WI,90,415,no,no,0,200.9,92,164.3,91,249,98,8.9,7,1,False.
OK,121,408,no,yes,31,237.1,63,205.6,117,196.7,85,10.1,5,4,False.
TX,66,415,no,yes,35,190.8,100,261.3,93,209.5,108,8.9,6,0,False.
CO,89,415,no,no,0,179.7,128,299.8,92,185.3,120,7.6,3,1,False.
CT,124,415,no,no,0,151,98,120.6,119,152.8,81,9.2,2,2,False.
NM,21,415,no,yes,19,132.7,94,204.6,101,154.7,78,12.9,7,3,False.
GA,155,510,no,no,0,71.2,90,304.4,119,183.3,103,8.6,4,0,False.
GA,122,510,yes,no,0,140,101,196.4,77,120.1,133,9.7,4,4,True.
MA,13,408,no,no,0,220.4,100,211.2,79,259.3,112,13.6,8,2,False.
ID,106,510,no,no,0,274.4,120,198.6,82,160.8,62,6,3,1,False.
ND,81,408,yes,yes,37,237.1,76,264.2,125,271.3,120,7.9,3,1,False.
WV,107,415,no,no,0,123.1,100,158.4,82,256.1,82,9.3,5,0,False.
HI,157,415,no,no,0,276.2,95,165.8,119,151.6,79,2.2,4,3,False.
LA,69,415,no,yes,37,155,98,142.4,105,143.7,117,5.9,4,1,False.
KS,99,415,no,no,0,191.2,110,163.9,102,243.6,114,14.1,3,1,False.
MI,51,415,no,no,0,229.7,129,336,104,192.8,128,9.6,1,1,True.
KS,52,415,no,no,0,165.5,78,205.5,89,213.6,124,12.2,6,0,False.
PA,142,510,no,yes,40,230.7,101,256.8,88,263.9,92,6.4,3,1,False.
VA,158,415,no,no,0,222.8,101,203,128,210.6,106,6.9,2,2,False.
LA,162,510,no,yes,33,184.5,139,183.2,78,127.4,106,12.3,6,0,False.
NM,147,408,yes,no,0,183.8,113,164.7,110,111,87,10.1,4,1,False.
KS,86,408,no,yes,23,225.5,107,246.3,105,245.7,81,9.8,2,0,False.
ME,52,510,no,no,0,129.3,80,142.7,101,258.3,89,12.3,4,3,False.
LA,82,415,no,no,0,197.7,101,127.6,83,142.1,103,13.5,3,1,False.
AR,109,510,no,no,0,170.7,101,240.2,82,119,112,11.4,4,2,False.
DE,67,415,yes,yes,35,181.1,59,215.9,116,216.3,106,16.9,4,0,True.
RI,94,415,no,no,0,139.4,95,159.1,92,128.2,129,7.7,3,0,False.
NM,56,408,no,no,0,197,110,222.8,102,225.3,91,10.6,6,2,False.
WA,166,408,yes,yes,35,128.2,138,274.5,113,298.9,130,8.8,7,2,False.
KY,73,510,no,no,0,234.7,102,195.7,110,253.4,71,8.4,8,2,False.
MN,113,408,no,no,0,158.9,137,242.8,109,247.8,97,6.5,4,0,False.
PA,65,415,no,yes,23,224.2,106,189.6,100,222.8,75,9.8,4,0,False.
RI,46,408,no,no,0,40.4,105,172.4,83,145.1,89,9,2,2,False.
NC,80,415,yes,no,0,189.1,122,223.2,92,269,116,13.9,3,2,True.
HI,101,415,no,yes,24,114.1,95,161.5,86,176.3,90,13,9,2,False.
NV,69,510,yes,yes,33,271.5,98,253.4,102,165.4,85,8.2,2,1,True.
VA,16,510,no,no,0,205.6,69,169.5,93,220.1,64,10.9,3,0,False.
MA,126,408,no,yes,24,58.9,125,305.5,90,158.9,73,12.1,6,0,False.
MA,47,415,no,no,0,155.3,116,188.2,85,247,73,12.3,4,3,False.
MO,83,408,no,no,0,117.9,101,160.4,92,235.3,150,11.4,10,0,False.
AL,72,415,no,no,0,166.5,102,261,103,262.7,85,13.3,5,0,False.
DE,142,408,no,no,0,187,133,134.6,74,242.2,127,7.4,5,2,False.
SD,104,510,no,no,0,234.2,128,293.1,92,183.9,79,9.8,6,0,True.
IA,143,510,no,yes,33,141.4,130,186.4,114,210,111,7.7,6,1,False.
WV,21,415,no,no,0,91.9,109,198.4,111,171.7,125,13,7,2,False.
CO,141,415,no,no,0,126.9,98,180,62,140.8,128,8,2,1,False.
ID,46,415,no,no,0,124.8,133,157.3,143,199.3,72,8.6,4,2,False.
MA,69,510,no,no,0,195.1,91,261.5,57,203.8,90,11.4,5,0,False.
DC,76,415,no,no,0,224.4,121,147.9,97,183.8,74,6.7,2,2,False.
NV,105,415,yes,yes,29,220.7,82,217.7,110,190.5,100,13.2,6,1,True.
NJ,111,510,no,no,0,176.9,128,102.8,56,213.7,84,10.5,2,4,True.
WA,78,408,no,no,0,140.7,77,195.2,114,252.9,107,11.7,5,0,False.
NJ,85,415,no,no,0,236.9,93,197.7,113,309.1,78,11.4,7,2,True.
AR,145,415,no,no,0,224.2,89,314.9,121,182.9,121,16.1,3,1,True.
AR,88,408,no,no,0,152.9,119,171.2,107,257,106,12,5,2,False.
NM,56,408,no,no,0,146.1,57,196.2,97,310.1,110,9.2,3,0,False.
MT,163,510,no,yes,23,160,104,189.4,64,229.9,118,10.4,7,1,False.
VA,10,415,no,no,0,222.2,127,153.1,125,227.4,80,12.9,4,1,False.
RI,104,408,yes,no,0,160.4,73,293.9,103,306.6,90,12.6,5,4,False.
NM,127,415,yes,no,0,256.5,87,222.1,101,156.7,122,13,3,1,False.
CO,54,510,no,yes,39,117.6,82,159.2,60,236.4,113,11.3,10,2,False.
NV,53,415,no,no,0,168.8,97,220.3,87,154.3,113,10.9,2,0,False.
TX,58,408,no,yes,20,194.5,110,213.7,89,236.6,92,9.5,2,1,False.
OH,119,415,no,yes,27,220.1,128,268.2,133,146.5,80,11.1,3,0,False.
WY,97,415,no,yes,24,133.2,135,217.2,58,70.6,79,11,3,1,False.
CA,93,510,no,yes,19,136.8,113,179.5,105,71.1,95,12.5,3,2,False.
